date,department,total_beds,occupied_beds,occupancy_rate,admissions,discharges,avg_los,cost_per_day,alert,year_month
2023-06-22,Surgery,30,20,68.2,3,4,3.9,2433,OK,2023-06
2023-06-22,Peds,25,14,56.1,3,3,2.4,1947,OK,2023-06
2023-06-23,ICU,20,17,87.3,2,2,7.0,4120,OK,2023-06
2023-06-23,ER,40,33,81.7,4,5,0.6,895,OK,2023-06
2023-06-23,Med-Surg,80,58,72.2,7,9,3.1,1737,OK,2023-06
2023-06-23,Surgery,30,20,68.1,3,4,4.3,2369,OK,2023-06
2023-06-23,Peds,25,14,56.2,3,2,2.4,1988,OK,2023-06
2023-06-24,ICU,20,14,69.9,2,2,5.4,4281,OK,2023-06
2023-06-24,ER,40,29,71.9,4,3,0.8,936,OK,2023-06
2023-06-24,Med-Surg,80,52,65.4,7,7,4.7,1681,OK,2023-06
2023-06-24,Surgery,30,19,62.0,3,3,3.5,2545,OK,2023-06
2023-06-24,Peds,25,12,46.8,2,2,3.0,2299,OK,2023-06
2023-06-25,ICU,20,15,75.9,1,2,6.3,4045,OK,2023-06
2023-06-25,ER,40,28,70.8,4,3,0.6,679,OK,2023-06
2023-06-25,Med-Surg,80,51,64.0,7,6,4.2,1917,OK,2023-06
2023-06-25,Surgery,30,18,59.2,3,3,3.5,2668,OK,2023-06
2023-06-25,Peds,25,12,47.4,2,2,3.4,2289,OK,2023-06
2023-06-26,ICU,20,17,85.9,3,2,6.4,4175,OK,2023-06
2023-06-26,ER,40,33,82.1,4,4,0.8,975,OK,2023-06
2023-06-26,Med-Surg,80,58,72.1,9,7,2.9,1840,OK,2023-06
2023-06-26,Surgery,30,20,67.5,3,2,3.6,2056,OK,2023-06
2023-06-26,Peds,25,15,58.4,2,3,3.4,1920,OK,2023-06
2023-06-27,ICU,20,16,81.8,2,2,6.3,4103,OK,2023-06
2023-06-27,ER,40,30,75.8,3,4,0.2,689,OK,2023-06
2023-06-27,Med-Surg,80,60,75.1,10,8,3.9,1900,OK,2023-06
2023-06-27,Surgery,30,19,63.5,3,3,4.1,2113,OK,2023-06
2023-06-27,Peds,25,14,54.8,2,3,3.1,2399,OK,2023-06
2023-06-28,ICU,20,17,83.4,2,2,6.3,4454,OK,2023-06
2023-06-28,ER,40,32,80.7,4,3,0.3,932,OK,2023-06
2023-06-28,Med-Surg,80,61,76.2,11,9,4.7,1684,OK,2023-06
2023-06-28,Surgery,30,19,63.9,4,3,3.9,2577,OK,2023-06
2023-06-28,Peds,25,14,56.7,3,3,3.2,2269,OK,2023-06
2023-06-29,ICU,20,17,85.9,2,2,5.5,4411,OK,2023-06
2023-06-29,ER,40,31,77.2,5,4,0.8,793,OK,2023-06
2023-06-29,Med-Surg,80,56,70.1,9,7,4.5,1800,OK,2023-06
2023-06-29,Surgery,30,20,67.0,3,3,3.6,2671,OK,2023-06
2023-06-29,Peds,25,15,58.9,2,3,1.8,1861,OK,2023-06
2023-06-30,ICU,20,16,82.2,2,2,6.4,4157,OK,2023-06
2023-06-30,ER,40,32,81.0,5,4,0.8,786,OK,2023-06
2023-06-30,Med-Surg,80,57,71.0,10,7,3.6,1764,OK,2023-06
2023-06-30,Surgery,30,19,64.4,3,3,4.0,2320,OK,2023-06
2023-06-30,Peds,25,14,55.3,3,3,3.9,2336,OK,2023-06
2023-07-01,ICU,20,15,77.0,2,2,6.2,4090,OK,2023-07
2023-07-01,ER,40,28,70.8,4,4,0.1,948,OK,2023-07
2023-07-01,Med-Surg,80,51,63.5,8,7,4.0,1953,OK,2023-07
2023-07-01,Surgery,30,17,56.5,4,2,3.5,2574,OK,2023-07
2023-07-01,Peds,25,13,50.3,2,2,3.1,2054,OK,2023-07
2023-07-02,ICU,20,16,77.6,2,2,5.7,4184,OK,2023-07
2023-07-02,ER,40,28,69.8,3,4,0.2,931,OK,2023-07
2023-07-02,Med-Surg,80,50,62.7,10,6,4.2,1958,OK,2023-07
2023-07-02,Surgery,30,17,57.3,3,2,4.5,2503,OK,2023-07
2023-07-02,Peds,25,12,48.5,2,2,2.6,1950,OK,2023-07
2023-07-03,ICU,20,17,84.1,2,3,5.9,4366,OK,2023-07
2023-07-03,ER,40,32,80.5,4,4,0.9,762,OK,2023-07
2023-07-03,Med-Surg,80,61,76.2,10,9,3.9,1584,OK,2023-07
2023-07-03,Surgery,30,20,65.0,3,3,2.7,2498,OK,2023-07
2023-07-03,Peds,25,14,56.4,3,3,3.1,2362,OK,2023-07
2023-07-04,ICU,20,17,84.1,3,3,6.9,3982,OK,2023-07
2023-07-04,ER,40,32,79.4,4,4,0.8,632,OK,2023-07
2023-07-04,Med-Surg,80,59,73.7,6,10,3.8,1811,OK,2023-07
2023-07-04,Surgery,30,20,65.6,4,2,3.8,2479,OK,2023-07
2023-07-04,Peds,25,14,55.4,3,2,3.3,2171,OK,2023-07
2023-07-05,ICU,20,18,87.8,2,2,6.7,4285,OK,2023-07
2023-07-05,ER,40,31,76.3,4,4,0.9,664,OK,2023-07
2023-07-05,Med-Surg,80,54,67.2,10,7,3.1,1234,OK,2023-07
2023-07-05,Surgery,30,20,67.9,3,3,4.5,2627,OK,2023-07
2023-07-05,Peds,25,15,58.8,2,3,2.1,2054,OK,2023-07
2023-07-06,ICU,20,17,84.0,2,2,6.5,4341,OK,2023-07
2023-07-06,ER,40,34,85.2,4,3,0.6,640,OK,2023-07
2023-07-06,Med-Surg,80,61,76.9,8,7,3.9,1944,OK,2023-07
2023-07-06,Surgery,30,20,65.9,3,4,3.4,2507,OK,2023-07
2023-07-06,Peds,25,14,57.2,2,3,2.4,2265,OK,2023-07
2023-07-07,ICU,20,16,82.2,2,2,6.6,4250,OK,2023-07
2023-07-07,ER,40,32,79.5,4,5,0.2,593,OK,2023-07
2023-07-07,Med-Surg,80,60,75.1,8,7,3.4,1703,OK,2023-07
2023-07-07,Surgery,30,20,66.1,3,3,4.1,2462,OK,2023-07
2023-07-07,Peds,25,14,55.8,3,3,3.0,2006,OK,2023-07
2023-07-08,ICU,20,14,72.3,2,2,6.5,4315,OK,2023-07
2023-07-08,ER,40,28,70.2,5,3,1.0,792,OK,2023-07
2023-07-08,Med-Surg,80,51,63.6,8,8,4.3,1816,OK,2023-07
2023-07-08,Surgery,30,17,58.2,4,3,4.2,2522,OK,2023-07
2023-07-08,Peds,25,13,50.9,3,2,2.7,2084,OK,2023-07
2023-07-09,ICU,20,13,67.4,2,2,7.0,4204,OK,2023-07
2023-07-09,ER,40,27,67.9,4,3,0.7,858,OK,2023-07
2023-07-09,Med-Surg,80,53,66.6,7,7,3.4,1940,OK,2023-07
2023-07-09,Surgery,30,18,59.2,3,3,4.0,2821,OK,2023-07
2023-07-09,Peds,25,12,49.0,2,2,2.5,2120,OK,2023-07
2023-07-10,ICU,20,17,87.4,2,2,6.0,4093,OK,2023-07
2023-07-10,ER,40,32,80.7,3,5,0.2,944,OK,2023-07
2023-07-10,Med-Surg,80,57,70.8,10,9,4.3,1601,OK,2023-07
2023-07-10,Surgery,30,20,66.7,3,3,4.3,2659,OK,2023-07
2023-07-10,Peds,25,14,56.1,2,3,2.9,1636,OK,2023-07
2023-07-11,ICU,20,17,86.6,2,2,5.7,3565,OK,2023-07
2023-07-11,ER,40,32,80.7,5,3,0.0,1351,OK,2023-07
2023-07-11,Med-Surg,80,58,72.9,10,7,3.1,1766,OK,2023-07
2023-07-11,Surgery,30,20,65.7,3,3,3.9,2470,OK,2023-07
2023-07-11,Peds,25,13,54.0,3,2,1.9,2248,OK,2023-07
2023-07-12,ICU,20,17,85.9,2,2,5.8,4147,OK,2023-07
2023-07-12,ER,40,30,76.2,4,4,1.2,716,OK,2023-07
2023-07-12,Med-Surg,80,60,75.3,6,9,3.7,1861,OK,2023-07
2023-07-12,Surgery,30,20,65.7,4,3,4.1,2444,OK,2023-07
2023-07-12,Peds,25,14,55.9,3,2,2.9,2087,OK,2023-07
2023-07-13,ICU,20,17,85.3,2,2,6.7,3990,OK,2023-07
2023-07-13,ER,40,33,82.1,4,4,0.8,418,OK,2023-07
2023-07-13,Med-Surg,80,59,73.8,8,7,4.8,1669,OK,2023-07
2023-07-13,Surgery,30,19,64.6,3,3,3.7,2733,OK,2023-07
2023-07-13,Peds,25,14,57.0,2,2,2.6,2196,OK,2023-07
2023-07-14,ICU,20,16,78.0,3,2,6.3,4436,OK,2023-07
2023-07-14,ER,40,34,85.7,5,5,0.6,772,OK,2023-07
2023-07-14,Med-Surg,80,58,72.5,8,7,3.4,1785,OK,2023-07
2023-07-14,Surgery,30,19,62.9,3,3,3.9,2396,OK,2023-07
2023-07-14,Peds,25,15,61.3,3,2,3.0,1978,OK,2023-07
2023-07-15,ICU,20,14,72.2,2,2,5.9,4394,OK,2023-07
2023-07-15,ER,40,29,72.5,5,3,0.7,926,OK,2023-07
2023-07-15,Med-Surg,80,51,63.8,7,9,4.2,1927,OK,2023-07
2023-07-15,Surgery,30,17,56.9,2,2,3.7,2287,OK,2023-07
2023-07-15,Peds,25,12,49.4,2,2,3.2,2221,OK,2023-07
2023-07-16,ICU,20,15,73.6,2,2,6.0,4329,OK,2023-07
2023-07-16,ER,40,29,72.4,4,3,0.6,635,OK,2023-07
2023-07-16,Med-Surg,80,51,63.8,9,8,4.2,1546,OK,2023-07
2023-07-16,Surgery,30,18,58.7,3,3,4.5,2759,OK,2023-07
2023-07-16,Peds,25,13,51.9,3,2,3.6,2189,OK,2023-07
2023-07-17,ICU,20,17,83.4,2,2,5.6,4171,OK,2023-07
2023-07-17,ER,40,33,82.7,3,5,1.1,708,OK,2023-07
2023-07-17,Med-Surg,80,60,74.8,9,10,4.6,1520,OK,2023-07
2023-07-17,Surgery,30,20,67.4,3,3,3.4,2850,OK,2023-07
2023-07-17,Peds,25,14,57.9,2,2,2.7,2187,OK,2023-07
2023-07-18,ICU,20,17,85.2,3,2,6.7,4265,OK,2023-07
2023-07-18,ER,40,31,76.7,4,5,0.5,901,OK,2023-07
2023-07-18,Med-Surg,80,58,72.9,7,8,4.3,1669,OK,2023-07
2023-07-18,Surgery,30,20,65.8,3,4,3.7,2791,OK,2023-07
2023-07-18,Peds,25,15,58.7,3,2,1.9,1806,OK,2023-07
2023-07-19,ICU,20,16,81.2,3,2,6.4,3756,OK,2023-07
2023-07-19,ER,40,31,77.2,5,4,0.4,913,OK,2023-07
2023-07-19,Med-Surg,80,62,77.2,9,8,4.2,2278,OK,2023-07
2023-07-19,Surgery,30,19,62.1,4,3,4.1,2369,OK,2023-07
2023-07-19,Peds,25,14,56.0,3,4,3.3,1930,OK,2023-07
2023-07-20,ICU,20,17,83.6,2,1,6.0,4347,OK,2023-07
2023-07-20,ER,40,31,77.0,5,4,0.1,772,OK,2023-07
2023-07-20,Med-Surg,80,62,77.1,10,8,4.0,1815,OK,2023-07
2023-07-20,Surgery,30,20,65.2,2,4,3.9,2580,OK,2023-07
2023-07-20,Peds,25,14,56.0,2,2,2.1,2555,OK,2023-07
2023-07-21,ICU,20,16,81.5,2,2,6.8,4203,OK,2023-07
2023-07-21,ER,40,31,77.1,5,4,0.8,943,OK,2023-07
2023-07-21,Med-Surg,80,63,78.9,12,7,4.9,1877,OK,2023-07
2023-07-21,Surgery,30,20,67.2,2,3,3.4,2666,OK,2023-07
2023-07-21,Peds,25,14,57.9,2,3,3.5,2063,OK,2023-07
2023-07-22,ICU,20,15,76.1,2,2,6.1,3957,OK,2023-07
2023-07-22,ER,40,27,68.1,4,4,0.4,715,OK,2023-07
2023-07-22,Med-Surg,80,51,64.2,9,7,3.4,1949,OK,2023-07
2023-07-22,Surgery,30,17,57.9,3,3,3.8,2558,OK,2023-07
2023-07-22,Peds,25,12,47.6,2,2,2.1,2140,OK,2023-07
2023-07-23,ICU,20,15,74.7,2,2,6.4,4496,OK,2023-07
2023-07-23,ER,40,27,68.3,4,4,0.0,991,OK,2023-07
2023-07-23,Med-Surg,80,55,69.3,8,8,4.1,1657,OK,2023-07
2023-07-23,Surgery,30,17,55.1,3,2,4.7,2477,OK,2023-07
2023-07-23,Peds,25,12,48.9,3,2,2.5,2114,OK,2023-07
2023-07-24,ICU,20,17,87.3,2,2,6.2,4280,OK,2023-07
2023-07-24,ER,40,32,80.5,4,4,0.0,816,OK,2023-07
2023-07-24,Med-Surg,80,58,72.5,12,8,3.4,1773,OK,2023-07
2023-07-24,Surgery,30,20,67.3,4,3,3.0,2663,OK,2023-07
2023-07-24,Peds,25,13,53.8,3,2,2.9,2238,OK,2023-07
2023-07-25,ICU,20,17,82.9,2,2,6.3,4220,OK,2023-07
2023-07-25,ER,40,32,81.1,5,4,0.7,484,OK,2023-07
2023-07-25,Med-Surg,80,59,73.7,9,9,3.8,1668,OK,2023-07
2023-07-25,Surgery,30,20,65.1,4,4,3.6,2682,OK,2023-07
2023-07-25,Peds,25,14,56.3,3,2,3.3,2165,OK,2023-07
2023-07-26,ICU,20,18,90.4,2,2,5.9,4026,WARNING,2023-07
2023-07-26,ER,40,32,80.0,5,6,0.4,574,OK,2023-07
2023-07-26,Med-Surg,80,59,74.2,6,8,4.1,1959,OK,2023-07
2023-07-26,Surgery,30,20,68.2,3,3,3.4,2274,OK,2023-07
2023-07-26,Peds,25,14,56.6,2,2,2.4,2210,OK,2023-07
2023-07-27,ICU,20,18,89.2,2,1,6.1,4203,OK,2023-07
2023-07-27,ER,40,32,80.6,4,4,0.7,1008,OK,2023-07
2023-07-27,Med-Surg,80,55,69.3,8,8,3.6,2146,OK,2023-07
2023-07-27,Surgery,30,19,65.0,3,3,3.5,2131,OK,2023-07
2023-07-27,Peds,25,14,55.4,3,2,2.5,2285,OK,2023-07
2023-07-28,ICU,20,17,83.8,2,2,6.6,4676,OK,2023-07
2023-07-28,ER,40,33,82.0,5,4,0.0,812,OK,2023-07
2023-07-28,Med-Surg,80,59,73.8,7,8,4.3,1872,OK,2023-07
2023-07-28,Surgery,30,20,67.2,3,3,3.5,2260,OK,2023-07
2023-07-28,Peds,25,15,59.1,3,2,2.4,2687,OK,2023-07
2023-07-29,ICU,20,14,72.1,2,2,6.5,4392,OK,2023-07
2023-07-29,ER,40,30,74.3,4,3,0.4,862,OK,2023-07
2023-07-29,Med-Surg,80,55,68.8,6,8,4.2,1968,OK,2023-07
2023-07-29,Surgery,30,17,58.1,3,3,4.1,2694,OK,2023-07
2023-07-29,Peds,25,12,49.4,2,2,3.3,2185,OK,2023-07
2023-07-30,ICU,20,14,72.3,2,2,5.5,4036,OK,2023-07
2023-07-30,ER,40,27,68.0,4,3,0.3,1205,OK,2023-07
2023-07-30,Med-Surg,80,54,67.2,7,7,4.3,2038,OK,2023-07
2023-07-30,Surgery,30,17,56.9,3,2,3.1,2645,OK,2023-07
2023-07-30,Peds,25,13,51.3,3,2,3.2,2018,OK,2023-07
2023-07-31,ICU,20,17,86.6,2,2,5.8,4216,OK,2023-07
2023-07-31,ER,40,31,78.5,5,5,0.8,1124,OK,2023-07
2023-07-31,Med-Surg,80,60,74.5,7,10,3.8,1982,OK,2023-07
2023-07-31,Surgery,30,21,69.4,4,2,3.3,2765,OK,2023-07
2023-07-31,Peds,25,14,55.8,3,3,3.2,2156,OK,2023-07
2023-08-01,ICU,20,17,84.1,2,2,6.5,4149,OK,2023-08
2023-08-01,ER,40,33,82.6,4,4,0.1,604,OK,2023-08
2023-08-01,Med-Surg,80,58,73.0,10,7,4.2,1669,OK,2023-08
2023-08-01,Surgery,30,20,65.7,3,3,3.7,2608,OK,2023-08
2023-08-01,Peds,25,14,56.5,2,3,3.0,2140,OK,2023-08
2023-08-02,ICU,20,17,84.6,2,2,6.4,3851,OK,2023-08
2023-08-02,ER,40,31,78.7,4,4,1.1,646,OK,2023-08
2023-08-02,Med-Surg,80,58,72.5,8,7,3.9,1954,OK,2023-08
2023-08-02,Surgery,30,19,64.1,4,2,3.5,2434,OK,2023-08
2023-08-02,Peds,25,15,58.9,3,2,1.9,2107,OK,2023-08
2023-08-03,ICU,20,17,86.2,2,2,6.8,4092,OK,2023-08
2023-08-03,ER,40,33,82.2,3,3,0.4,745,OK,2023-08
2023-08-03,Med-Surg,80,59,73.5,9,8,3.6,1762,OK,2023-08
2023-08-03,Surgery,30,19,63.3,4,3,3.6,2818,OK,2023-08
2023-08-03,Peds,25,14,54.0,2,2,2.9,2186,OK,2023-08
2023-08-04,ICU,20,17,86.5,3,1,6.5,4089,OK,2023-08
2023-08-04,ER,40,31,78.6,4,3,1.3,968,OK,2023-08
2023-08-04,Med-Surg,80,59,73.7,11,6,3.4,1364,OK,2023-08
2023-08-04,Surgery,30,19,64.9,3,3,3.9,2218,OK,2023-08
2023-08-04,Peds,25,14,57.5,3,3,2.0,2162,OK,2023-08
2023-08-05,ICU,20,14,71.8,2,2,6.2,4030,OK,2023-08
2023-08-05,ER,40,28,70.4,3,4,0.4,1024,OK,2023-08
2023-08-05,Med-Surg,80,51,63.7,7,6,4.5,1658,OK,2023-08
2023-08-05,Surgery,30,18,59.4,3,2,3.5,2264,OK,2023-08
2023-08-05,Peds,25,12,49.4,2,3,2.9,2064,OK,2023-08
2023-08-06,ICU,20,15,75.9,2,2,5.8,3845,OK,2023-08
2023-08-06,ER,40,28,69.0,4,4,0.3,938,OK,2023-08
2023-08-06,Med-Surg,80,51,63.6,8,8,4.3,1788,OK,2023-08
2023-08-06,Surgery,30,17,57.2,3,2,3.5,2651,OK,2023-08
2023-08-06,Peds,25,12,49.1,2,3,3.1,1819,OK,2023-08
2023-08-07,ICU,20,17,83.5,2,3,5.6,4395,OK,2023-08
2023-08-07,ER,40,33,83.4,4,4,0.0,759,OK,2023-08
2023-08-07,Med-Surg,80,59,73.5,10,9,3.7,1407,OK,2023-08
2023-08-07,Surgery,30,20,66.2,3,3,3.6,2525,OK,2023-08
2023-08-07,Peds,25,15,58.7,3,2,2.6,2066,OK,2023-08
2023-08-08,ICU,20,18,88.8,2,2,6.0,4420,OK,2023-08
2023-08-08,ER,40,34,84.7,5,4,0.5,323,OK,2023-08
2023-08-08,Med-Surg,80,60,75.2,9,9,3.7,1723,OK,2023-08
2023-08-08,Surgery,30,20,65.4,4,3,4.8,2586,OK,2023-08
2023-08-08,Peds,25,13,54.0,3,2,1.8,2420,OK,2023-08
2023-08-09,ICU,20,17,86.4,2,2,5.5,4103,OK,2023-08
2023-08-09,ER,40,33,82.1,4,3,0.4,772,OK,2023-08
2023-08-09,Med-Surg,80,59,73.9,10,9,4.2,2039,OK,2023-08
2023-08-09,Surgery,30,19,63.2,4,3,3.2,2199,OK,2023-08
2023-08-09,Peds,25,14,54.9,2,3,2.6,1929,OK,2023-08
2023-08-10,ICU,20,17,83.1,3,2,6.1,4178,OK,2023-08
2023-08-10,ER,40,33,83.1,4,5,0.6,768,OK,2023-08
2023-08-10,Med-Surg,80,63,79.1,7,8,3.5,1990,OK,2023-08
2023-08-10,Surgery,30,21,69.6,4,4,3.7,2427,OK,2023-08
2023-08-10,Peds,25,13,53.3,4,3,2.7,2366,OK,2023-08
2023-08-11,ICU,20,16,82.2,2,2,6.5,4187,OK,2023-08
2023-08-11,ER,40,31,76.6,4,5,0.5,955,OK,2023-08
2023-08-11,Med-Surg,80,57,71.3,9,7,4.5,1806,OK,2023-08
2023-08-11,Surgery,30,20,67.6,4,3,3.9,2300,OK,2023-08
2023-08-11,Peds,25,14,56.1,3,2,2.7,1904,OK,2023-08
2023-08-12,ICU,20,14,70.1,2,2,5.5,4203,OK,2023-08
2023-08-12,ER,40,30,74.5,4,4,0.7,1034,OK,2023-08
2023-08-12,Med-Surg,80,51,63.4,7,4,4.7,2108,OK,2023-08
2023-08-12,Surgery,30,17,57.3,3,2,4.0,2725,OK,2023-08
2023-08-12,Peds,25,12,46.8,3,2,3.0,2192,OK,2023-08
2023-08-13,ICU,20,15,74.1,2,2,6.7,4284,OK,2023-08
2023-08-13,ER,40,28,70.9,3,3,0.9,808,OK,2023-08
2023-08-13,Med-Surg,80,53,66.0,10,8,4.1,1698,OK,2023-08
2023-08-13,Surgery,30,16,53.8,3,3,4.0,2469,OK,2023-08
2023-08-13,Peds,25,12,48.9,2,2,3.1,2443,OK,2023-08
2023-08-14,ICU,20,17,84.4,2,2,5.8,4273,OK,2023-08
2023-08-14,ER,40,31,78.3,5,4,0.6,643,OK,2023-08
2023-08-14,Med-Surg,80,60,75.2,12,7,3.9,1846,OK,2023-08
2023-08-14,Surgery,30,20,67.8,3,2,4.5,2652,OK,2023-08
2023-08-14,Peds,25,13,53.2,3,3,3.6,2288,OK,2023-08
2023-08-15,ICU,20,17,84.2,2,2,6.8,4025,OK,2023-08
2023-08-15,ER,40,31,78.1,5,4,1.2,666,OK,2023-08
2023-08-15,Med-Surg,80,59,73.5,8,8,3.4,1702,OK,2023-08
2023-08-15,Surgery,30,19,63.4,4,3,2.9,2767,OK,2023-08
2023-08-15,Peds,25,15,60.3,3,2,4.3,1836,OK,2023-08
2023-08-16,ICU,20,17,84.7,2,2,6.4,4100,OK,2023-08
2023-08-16,ER,40,31,77.8,4,3,0.5,687,OK,2023-08
2023-08-16,Med-Surg,80,56,70.3,10,7,3.5,1766,OK,2023-08
2023-08-16,Surgery,30,20,66.4,2,3,3.3,2842,OK,2023-08
2023-08-16,Peds,25,14,57.0,3,2,2.8,2223,OK,2023-08
2023-08-17,ICU,20,17,84.6,2,2,5.9,4131,OK,2023-08
2023-08-17,ER,40,30,75.0,5,4,0.1,1180,OK,2023-08
2023-08-17,Med-Surg,80,59,73.8,7,9,4.3,1879,OK,2023-08
2023-08-17,Surgery,30,20,65.4,4,3,4.1,2119,OK,2023-08
2023-08-17,Peds,25,14,55.4,3,2,2.6,2010,OK,2023-08
2023-08-18,ICU,20,16,81.6,1,2,6.3,4189,OK,2023-08
2023-08-18,ER,40,32,79.7,4,5,0.4,685,OK,2023-08
2023-08-18,Med-Surg,80,58,73.0,10,10,3.8,1820,OK,2023-08
2023-08-18,Surgery,30,20,66.9,3,3,3.1,2146,OK,2023-08
2023-08-18,Peds,25,14,56.7,3,3,2.9,1905,OK,2023-08
2023-08-19,ICU,20,15,74.4,2,2,5.5,4161,OK,2023-08
2023-08-19,ER,40,27,68.2,4,3,0.2,971,OK,2023-08
2023-08-19,Med-Surg,80,52,64.8,8,6,3.4,1821,OK,2023-08
2023-08-19,Surgery,30,17,57.7,3,3,3.9,2175,OK,2023-08
2023-08-19,Peds,25,13,52.2,2,2,2.5,2162,OK,2023-08
2023-08-20,ICU,20,14,71.6,2,2,6.2,4340,OK,2023-08
2023-08-20,ER,40,27,67.8,3,4,1.5,772,OK,2023-08
2023-08-20,Med-Surg,80,53,65.9,8,9,3.2,1819,OK,2023-08
2023-08-20,Surgery,30,17,55.4,2,3,3.9,2443,OK,2023-08
2023-08-20,Peds,25,12,49.2,4,2,3.2,1970,OK,2023-08
2023-08-21,ICU,20,17,85.4,2,2,7.1,4435,OK,2023-08
2023-08-21,ER,40,32,80.4,3,4,1.9,754,OK,2023-08
2023-08-21,Med-Surg,80,61,76.0,11,8,3.7,1313,OK,2023-08
2023-08-21,Surgery,30,20,67.6,3,3,3.2,2447,OK,2023-08
2023-08-21,Peds,25,14,56.2,3,2,3.5,1981,OK,2023-08
2023-08-22,ICU,20,16,80.4,2,2,6.3,4472,OK,2023-08
2023-08-22,ER,40,32,79.5,4,3,0.9,837,OK,2023-08
2023-08-22,Med-Surg,80,58,72.7,6,10,3.5,1682,OK,2023-08
2023-08-22,Surgery,30,20,67.0,3,2,2.7,2644,OK,2023-08
2023-08-22,Peds,25,14,55.2,4,2,2.4,1987,OK,2023-08
2023-08-23,ICU,20,17,85.3,2,2,5.7,3924,OK,2023-08
2023-08-23,ER,40,30,75.7,3,4,0.3,674,OK,2023-08
2023-08-23,Med-Surg,80,61,76.3,10,8,3.2,1687,OK,2023-08
2023-08-23,Surgery,30,20,65.0,3,3,3.5,2423,OK,2023-08
2023-08-23,Peds,25,14,55.1,3,3,2.4,2354,OK,2023-08
2023-08-24,ICU,20,16,82.2,2,2,5.8,4264,OK,2023-08
2023-08-24,ER,40,30,74.3,5,4,0.3,504,OK,2023-08
2023-08-24,Med-Surg,80,62,77.3,8,7,3.0,1730,OK,2023-08
2023-08-24,Surgery,30,20,65.8,4,2,3.0,2590,OK,2023-08
2023-08-24,Peds,25,14,57.8,2,3,2.9,2318,OK,2023-08
2023-08-25,ICU,20,17,84.5,1,2,6.7,4021,OK,2023-08
2023-08-25,ER,40,32,79.1,4,2,1.3,620,OK,2023-08
2023-08-25,Med-Surg,80,60,74.7,9,10,4.3,1753,OK,2023-08
2023-08-25,Surgery,30,19,64.5,4,2,4.1,2280,OK,2023-08
2023-08-25,Peds,25,15,58.2,3,3,2.9,1750,OK,2023-08
2023-08-26,ICU,20,15,72.6,2,2,6.8,4281,OK,2023-08
2023-08-26,ER,40,27,68.4,3,4,0.7,1135,OK,2023-08
2023-08-26,Med-Surg,80,53,65.6,9,5,4.7,2246,OK,2023-08
2023-08-26,Surgery,30,17,56.0,3,3,3.0,2599,OK,2023-08
2023-08-26,Peds,25,13,50.6,2,3,2.1,1801,OK,2023-08
2023-08-27,ICU,20,15,74.8,2,2,6.6,4306,OK,2023-08
2023-08-27,ER,40,29,72.2,4,4,0.3,1211,OK,2023-08
2023-08-27,Med-Surg,80,51,63.2,10,7,3.4,2074,OK,2023-08
2023-08-27,Surgery,30,18,58.5,3,3,4.0,2382,OK,2023-08
2023-08-27,Peds,25,13,50.8,2,2,1.8,2189,OK,2023-08
2023-08-28,ICU,20,17,83.0,3,2,6.3,4297,OK,2023-08
2023-08-28,ER,40,31,77.6,5,5,0.7,1118,OK,2023-08
2023-08-28,Med-Surg,80,58,72.3,8,8,4.3,1721,OK,2023-08
2023-08-28,Surgery,30,20,67.3,3,3,4.1,2673,OK,2023-08
2023-08-28,Peds,25,14,56.4,3,2,3.1,1866,OK,2023-08
2023-08-29,ICU,20,16,81.8,2,2,5.9,4157,OK,2023-08
2023-08-29,ER,40,33,82.1,4,3,1.1,633,OK,2023-08
2023-08-29,Med-Surg,80,59,73.5,9,8,4.6,1896,OK,2023-08
2023-08-29,Surgery,30,19,64.5,4,3,3.7,2693,OK,2023-08
2023-08-29,Peds,25,14,56.5,3,3,2.8,2036,OK,2023-08
2023-08-30,ICU,20,17,84.9,3,2,5.2,4083,OK,2023-08
2023-08-30,ER,40,30,76.1,4,4,0.1,515,OK,2023-08
2023-08-30,Med-Surg,80,59,73.8,10,6,4.5,1963,OK,2023-08
2023-08-30,Surgery,30,20,68.1,4,4,3.6,2522,OK,2023-08
2023-08-30,Peds,25,14,55.4,3,3,2.2,1928,OK,2023-08
2023-08-31,ICU,20,18,88.1,3,2,6.6,4268,OK,2023-08
2023-08-31,ER,40,33,83.6,4,5,1.8,920,OK,2023-08
2023-08-31,Med-Surg,80,59,73.7,10,8,5.3,1836,OK,2023-08
2023-08-31,Surgery,30,20,65.7,3,4,4.2,2401,OK,2023-08
2023-08-31,Peds,25,14,57.1,2,3,3.1,2441,OK,2023-08
2023-09-01,ICU,20,18,89.9,2,2,5.5,4467,OK,2023-09
2023-09-01,ER,40,36,91.0,5,5,0.6,781,WARNING,2023-09
2023-09-01,Med-Surg,80,63,79.2,9,7,4.2,1792,OK,2023-09
2023-09-01,Surgery,30,22,73.6,4,3,3.4,2514,OK,2023-09
2023-09-01,Peds,25,16,62.4,2,3,3.0,1956,OK,2023-09
2023-09-02,ICU,20,16,79.5,2,2,6.4,4021,OK,2023-09
2023-09-02,ER,40,32,79.0,6,3,0.8,655,OK,2023-09
2023-09-02,Med-Surg,80,58,72.6,7,8,3.7,1759,OK,2023-09
2023-09-02,Surgery,30,18,61.4,4,3,4.1,2431,OK,2023-09
2023-09-02,Peds,25,13,53.5,3,2,3.0,2406,OK,2023-09
